"spygen_code","set"
"SPY201956","train"
"SPY201957","train"
"SPY201963","train"
"SPY201964","train"
"SPY201965","train"
"SPY201966","train"
"SPY210636","train"
"SPY210640","train"
"SPY210641","train"
"SPY210642","train"
"SPY210647","train"
"SPY210652","train"
"SPY210667","train"
"SPY210668","train"
"SPY210669","train"
"SPY210672","train"
"SPY210673","train"
"SPY210674","train"
"SPY210675","train"
"SPY210677","train"
"SPY210678","train"
"SPY210695","train"
"SPY210696","train"
"SPY210697","train"
"SPY210698","train"
"SPY210699","train"
"SPY210700","train"
"SPY210701","train"
"SPY210702","train"
"SPY210703","train"
"SPY210704","train"
"SPY210705","train"
"SPY210706","train"
"SPY210707","train"
"SPY210708","train"
"SPY210709","train"
"SPY210710","train"
"SPY210711","train"
"SPY210712","train"
"SPY210713","train"
"SPY210714","train"
"SPY210715","train"
"SPY210716","train"
"SPY210717","train"
"SPY210718","train"
"SPY210719","train"
"SPY210720","train"
"SPY210721","train"
"SPY210722","train"
"SPY210723","train"
"SPY210724","train"
"SPY210725","train"
"SPY210726","train"
"SPY210727","train"
"SPY210728","train"
"SPY212584","train"
"SPY212585","train"
"SPY212586","train"
"SPY212587","train"
"SPY222967","train"
"SPY222969","train"
"SPY222977","train"
"SPY231711","train"
"SPY231712","train"
"SPY231735","train"
"SPY231736","train"
"SPY231737","train"
"SPY231738","train"
"SPY231739","train"
"SPY231740","train"
"SPY231748","train"
"SPY231749","train"
"SPY231754","train"
"SPY231755","train"
"SPY231756","train"
"SPY231757","train"
"SPY231762","train"
"SPY231763","train"
"SPY231764","train"
"SPY231765","train"
"SPY231766","train"
"SPY231767","train"
"SPY231768","train"
"SPY231769","train"
"SPY231770","train"
"SPY231771","train"
"SPY231772","train"
"SPY231773","train"
"SPY231774","train"
"SPY231775","train"
"SPY231776","train"
"SPY231777","train"
"SPY231778","train"
"SPY231779","train"
"SPY231895","train"
"SPY231896","train"
"SPY231901","train"
"SPY231902","train"
"SPY232830","train"
"SPY232831","train"
"SPY232832","train"
"SPY232833","train"
"SPY232834","train"
"SPY232835","train"
"SPY223325","train"
"SPY223333","train"
"SPY224252","train"
"SPY224256","train"
"SPY201153","train"
"SPY201159","train"
"SPY201160","train"
"SPY201161","train"
"SPY201162","train"
"SPY201164","train"
"SPY201166","train"
"SPY201167","train"
"SPY201168","train"
"SPY201169","train"
"SPY201170","train"
"SPY201171","train"
"SPY201172","train"
"SPY201180","train"
"SPY201185","train"
"SPY201186","train"
"SPY201190","train"
"SPY201958","train"
"SPY202493","train"
"SPY202494","train"
"SPY202506","train"
"SPY202509","train"
"SPY202510","train"
"SPY202514","train"
"SPY202515","train"
"SPY210643","train"
"SPY210644","train"
"SPY210645","train"
"SPY210646","train"
"SPY210648","train"
"SPY210651","train"
"SPY210657","train"
"SPY210658","train"
"SPY210659","train"
"SPY210661","train"
"SPY210662","train"
"SPY210663","train"
"SPY210664","train"
"SPY210665","train"
"SPY210666","train"
"SPY210670","train"
"SPY210671","train"
"SPY210676","train"
"SPY210679","train"
"SPY210680","train"
"SPY210681","train"
"SPY210682","train"
"SPY210683","train"
"SPY210684","train"
"SPY210685","train"
"SPY210686","train"
"SPY210687","train"
"SPY210688","train"
"SPY210689","train"
"SPY210690","train"
"SPY210691","train"
"SPY210692","train"
"SPY210693","train"
"SPY210694","train"
"SPY211262","train"
"SPY211263","train"
"SPY211266","train"
"SPY211268","train"
"SPY211273","train"
"SPY211274","train"
"SPY211275","train"
"SPY211277","train"
"SPY211278","train"
"SPY211279","train"
"SPY211280","train"
"SPY211282","train"
"SPY211284","train"
"SPY211285","train"
"SPY211286","train"
"SPY211289","train"
"SPY211290","train"
"SPY211299","train"
"SPY211300","train"
"SPY211301","train"
"SPY211302","train"
"SPY211303","train"
"SPY211304","train"
"SPY211305","train"
"SPY211306","train"
"SPY211307","train"
"SPY211309","train"
"SPY211310","train"
"SPY211311","train"
"SPY231713","train"
"SPY231714","train"
"SPY231715","train"
"SPY231716","train"
"SPY231717","train"
"SPY231718","train"
"SPY231719","train"
"SPY231720","train"
"SPY231721","train"
"SPY231722","train"
"SPY231723","train"
"SPY231724","train"
"SPY231725","train"
"SPY231726","train"
"SPY231727","train"
"SPY231728","train"
"SPY231729","train"
"SPY231730","train"
"SPY231889","train"
"SPY231890","train"
"SPY211071","train"
"SPY211072","train"
