"spygen_code","set"
"SPY211053","validation"
"SPY211057","validation"
"SPY201149","validation"
"SPY201151","validation"
"SPY201176","train"
"SPY201177","validation"
"SPY201179","train"
"SPY201193","validation"
"SPY201956","validation"
"SPY201957","train"
"SPY201963","train"
"SPY201964","train"
"SPY201965","validation"
"SPY201966","train"
"SPY202492","train"
"SPY202499","train"
"SPY210636","train"
"SPY210640","train"
"SPY210641","train"
"SPY210642","train"
"SPY210647","train"
"SPY210652","train"
"SPY210667","validation"
"SPY210668","validation"
"SPY210669","validation"
"SPY210672","validation"
"SPY210673","validation"
"SPY210674","validation"
"SPY210675","validation"
"SPY210677","validation"
"SPY210678","validation"
"SPY210695","train"
"SPY210696","train"
"SPY210697","train"
"SPY210698","train"
"SPY210699","train"
"SPY210700","train"
"SPY210701","train"
"SPY210702","train"
"SPY210703","train"
"SPY210704","train"
"SPY210705","train"
"SPY210706","train"
"SPY210707","train"
"SPY210708","train"
"SPY210709","train"
"SPY210710","train"
"SPY210711","train"
"SPY210712","train"
"SPY210713","train"
"SPY210714","train"
"SPY210715","train"
"SPY210716","train"
"SPY210717","train"
"SPY210718","train"
"SPY210719","train"
"SPY210720","train"
"SPY210721","train"
"SPY210722","train"
"SPY210723","train"
"SPY210724","train"
"SPY210725","train"
"SPY210726","train"
"SPY210727","train"
"SPY210728","train"
"SPY212584","validation"
"SPY212585","validation"
"SPY212586","validation"
"SPY212587","validation"
"SPY222967","train"
"SPY222969","train"
"SPY222977","train"
"SPY231655","train"
"SPY231656","train"
"SPY231657","train"
"SPY231658","train"
"SPY231659","train"
"SPY231665","train"
"SPY231666","train"
"SPY231667","train"
"SPY231668","train"
"SPY231705","validation"
"SPY231706","validation"
"SPY231707","validation"
"SPY231708","validation"
"SPY231709","validation"
"SPY231710","validation"
"SPY231711","train"
"SPY231712","train"
"SPY231735","train"
"SPY231736","train"
"SPY231737","train"
"SPY231738","train"
"SPY231739","train"
"SPY231740","train"
"SPY231748","train"
"SPY231749","train"
"SPY231754","train"
"SPY231755","train"
"SPY231756","train"
"SPY231757","train"
"SPY231762","train"
"SPY231763","train"
"SPY231764","train"
"SPY231765","train"
"SPY231766","train"
"SPY231767","train"
"SPY231768","train"
"SPY231769","train"
"SPY231770","train"
"SPY231771","train"
"SPY231772","train"
"SPY231773","train"
"SPY231774","train"
"SPY231775","train"
"SPY231776","train"
"SPY231777","train"
"SPY231778","train"
"SPY231779","train"
"SPY231780","train"
"SPY231781","train"
"SPY231782","train"
"SPY231783","train"
"SPY231784","train"
"SPY231785","train"
"SPY231786","train"
"SPY231787","train"
"SPY231788","train"
"SPY231789","train"
"SPY231790","train"
"SPY231791","train"
"SPY231792","train"
"SPY231793","train"
"SPY231794","train"
"SPY231795","train"
"SPY231796","train"
"SPY231797","train"
"SPY231798","train"
"SPY231895","train"
"SPY231896","train"
"SPY231901","train"
"SPY231902","train"
"SPY231905","train"
"SPY231906","train"
"SPY231907","train"
"SPY231908","train"
"SPY231915","validation"
"SPY231916","validation"
"SPY232830","train"
"SPY232831","train"
"SPY232832","validation"
"SPY232833","train"
"SPY232834","train"
"SPY232835","validation"
"SPY223325","train"
"SPY223333","train"
"SPY224252","train"
"SPY224256","train"
"SPY201153","validation"
"SPY201159","train"
"SPY201160","validation"
"SPY201161","train"
"SPY201162","validation"
"SPY201164","train"
"SPY201166","train"
"SPY201167","validation"
"SPY201168","validation"
"SPY201169","validation"
"SPY201170","validation"
"SPY201171","validation"
"SPY201172","train"
"SPY201180","train"
"SPY201185","train"
"SPY201186","train"
"SPY201190","train"
"SPY201958","train"
"SPY202493","train"
"SPY202494","validation"
"SPY202506","validation"
"SPY202509","validation"
"SPY202510","train"
"SPY202514","validation"
"SPY202515","train"
"SPY210643","validation"
"SPY210644","validation"
"SPY210645","validation"
"SPY210646","train"
"SPY210648","validation"
"SPY210651","validation"
"SPY210657","validation"
"SPY210658","validation"
"SPY210659","validation"
"SPY210661","validation"
"SPY210662","validation"
"SPY210663","validation"
"SPY210664","validation"
"SPY210665","validation"
"SPY210666","train"
"SPY210670","validation"
"SPY210671","validation"
"SPY210676","validation"
"SPY210679","validation"
"SPY210680","validation"
"SPY210681","train"
"SPY210682","train"
"SPY210683","validation"
"SPY210684","train"
"SPY210685","train"
"SPY210686","train"
"SPY210687","train"
"SPY210688","train"
"SPY210689","train"
"SPY210690","train"
"SPY210691","train"
"SPY210692","train"
"SPY210693","train"
"SPY210694","train"
"SPY211262","validation"
"SPY211263","train"
"SPY211266","validation"
"SPY211268","validation"
"SPY211273","validation"
"SPY211274","validation"
"SPY211275","train"
"SPY211277","validation"
"SPY211278","validation"
"SPY211279","validation"
"SPY211280","validation"
"SPY211282","train"
"SPY211284","train"
"SPY211285","validation"
"SPY211286","validation"
"SPY211289","train"
"SPY211290","train"
"SPY211299","validation"
"SPY211300","validation"
"SPY211301","train"
"SPY211302","validation"
"SPY211303","validation"
"SPY211304","train"
"SPY211305","validation"
"SPY211306","train"
"SPY211307","train"
"SPY211309","train"
"SPY211310","train"
"SPY211311","validation"
"SPY231713","train"
"SPY231714","train"
"SPY231715","train"
"SPY231716","train"
"SPY231717","train"
"SPY231718","train"
"SPY231719","train"
"SPY231720","train"
"SPY231721","train"
"SPY231722","train"
"SPY231723","train"
"SPY231724","train"
"SPY231725","train"
"SPY231726","train"
"SPY231727","validation"
"SPY231728","validation"
"SPY231729","validation"
"SPY231730","validation"
"SPY231889","validation"
"SPY231890","validation"
"SPY211071","validation"
"SPY211072","validation"
"SPY211068","train"
"SPY211073","train"
"SPY231741","train"
"SPY231742","train"
"SPY231743","train"
"SPY231744","train"
"SPY231745","train"
"SPY231746","train"
"SPY231747","train"
"SPY231865","train"
"SPY231870","train"
"SPY231871","train"
"SPY231873","train"
"SPY231874","train"
"SPY231877","train"
"SPY231878","train"
"SPY181699","train"
"SPY192310","train"
"SPY201163","train"
"SPY211048","train"
"SPY211051","train"
"SPY211062","train"
"SPY211063","train"
"SPY211138","train"
"SPY211163","train"
"SPY211168","train"
"SPY211169","train"
"SPY211170","train"
"SPY211172","train"
"SPY211173","train"
"SPY211174","train"
"SPY211177","train"
"SPY211178","train"
