"spygen_code","set"
"SPY211053","train"
"SPY211057","train"
"SPY201149","train"
"SPY201151","train"
"SPY201176","train"
"SPY201177","train"
"SPY201179","train"
"SPY201193","train"
"SPY201956","train"
"SPY201957","train"
"SPY201963","train"
"SPY201964","train"
"SPY201965","train"
"SPY201966","train"
"SPY202492","train"
"SPY202499","train"
"SPY210636","train"
"SPY210640","train"
"SPY210641","train"
"SPY210642","train"
"SPY210647","validation"
"SPY210652","validation"
"SPY210667","train"
"SPY210668","train"
"SPY210669","train"
"SPY210672","train"
"SPY210673","train"
"SPY210674","train"
"SPY210675","train"
"SPY210677","train"
"SPY210678","train"
"SPY210695","validation"
"SPY210696","validation"
"SPY210697","validation"
"SPY210698","validation"
"SPY210699","validation"
"SPY210700","validation"
"SPY210701","train"
"SPY210702","train"
"SPY210703","train"
"SPY210704","train"
"SPY210705","validation"
"SPY210706","train"
"SPY210707","train"
"SPY210708","train"
"SPY210709","train"
"SPY210710","validation"
"SPY210711","train"
"SPY210712","train"
"SPY210713","train"
"SPY210714","train"
"SPY210715","validation"
"SPY210716","train"
"SPY210717","train"
"SPY210718","train"
"SPY210719","train"
"SPY210720","train"
"SPY210721","train"
"SPY210722","train"
"SPY210723","train"
"SPY210724","train"
"SPY210725","train"
"SPY210726","train"
"SPY210727","train"
"SPY210728","train"
"SPY212584","train"
"SPY212585","train"
"SPY212586","train"
"SPY212587","train"
"SPY222967","validation"
"SPY222969","validation"
"SPY222977","validation"
"SPY231655","train"
"SPY231656","train"
"SPY231657","train"
"SPY231658","train"
"SPY231659","train"
"SPY231665","train"
"SPY231666","train"
"SPY231667","train"
"SPY231668","train"
"SPY231705","train"
"SPY231706","train"
"SPY231707","train"
"SPY231708","train"
"SPY231709","train"
"SPY231710","train"
"SPY231711","validation"
"SPY231712","validation"
"SPY231735","validation"
"SPY231736","validation"
"SPY231737","validation"
"SPY231738","validation"
"SPY231739","validation"
"SPY231740","validation"
"SPY231748","train"
"SPY231749","train"
"SPY231754","train"
"SPY231755","train"
"SPY231756","train"
"SPY231757","train"
"SPY231762","train"
"SPY231763","train"
"SPY231764","train"
"SPY231765","train"
"SPY231766","train"
"SPY231767","train"
"SPY231768","validation"
"SPY231769","validation"
"SPY231770","validation"
"SPY231771","validation"
"SPY231772","validation"
"SPY231773","validation"
"SPY231774","train"
"SPY231775","train"
"SPY231776","train"
"SPY231777","train"
"SPY231778","train"
"SPY231779","train"
"SPY231780","validation"
"SPY231781","validation"
"SPY231782","validation"
"SPY231783","validation"
"SPY231784","validation"
"SPY231785","validation"
"SPY231786","validation"
"SPY231787","validation"
"SPY231788","validation"
"SPY231789","validation"
"SPY231790","validation"
"SPY231791","validation"
"SPY231792","validation"
"SPY231793","validation"
"SPY231794","train"
"SPY231795","validation"
"SPY231796","train"
"SPY231797","train"
"SPY231798","train"
"SPY231895","validation"
"SPY231896","validation"
"SPY231901","train"
"SPY231902","train"
"SPY231905","validation"
"SPY231906","validation"
"SPY231907","train"
"SPY231908","train"
"SPY231915","train"
"SPY231916","train"
"SPY232830","validation"
"SPY232831","validation"
"SPY232832","train"
"SPY232833","validation"
"SPY232834","validation"
"SPY232835","train"
"SPY223325","train"
"SPY223333","train"
"SPY224252","train"
"SPY224256","train"
"SPY201153","train"
"SPY201159","train"
"SPY201160","train"
"SPY201161","train"
"SPY201162","train"
"SPY201164","train"
"SPY201166","train"
"SPY201167","train"
"SPY201168","train"
"SPY201169","train"
"SPY201170","train"
"SPY201171","train"
"SPY201172","validation"
"SPY201180","train"
"SPY201185","validation"
"SPY201186","train"
"SPY201190","train"
"SPY201958","train"
