"spygen_code","set"
"SPY201168","train"
"SPY201170","train"
"SPY210651","train"
"SPY231658","train"
"SPY231659","train"
"SPY231660","train"
"SPY231661","train"
"SPY231662","train"
"SPY231663","train"
"SPY231664","train"
"SPY231665","train"
"SPY231666","train"
"SPY231667","train"
"SPY231668","train"
"SPY231669","train"
"SPY231670","train"
"SPY231671","train"
"SPY231672","train"
"SPY231673","train"
"SPY231674","train"
"SPY231675","train"
"SPY231676","train"
"SPY231677","train"
"SPY231678","train"
"SPY231679","train"
"SPY231680","train"
"SPY231681","train"
"SPY231682","train"
"SPY231683","train"
"SPY231684","train"
"SPY231685","train"
"SPY231686","train"
"SPY231687","train"
"SPY231688","train"
"SPY231691","train"
"SPY231692","train"
"SPY231693","train"
"SPY231694","train"
"SPY231695","train"
"SPY231696","train"
"SPY231701","train"
"SPY231702","train"
"SPY231703","train"
"SPY231704","train"
"SPY231705","train"
"SPY231706","train"
"SPY231707","train"
"SPY231708","train"
"SPY231709","train"
"SPY231710","train"
"SPY231711","train"
"SPY231712","train"
"SPY231713","train"
"SPY231714","train"
"SPY231715","train"
"SPY231716","train"
"SPY231723","train"
"SPY231724","train"
"SPY231725","train"
"SPY231726","train"
"SPY231727","train"
"SPY231728","train"
"SPY231729","train"
"SPY231730","train"
"SPY231731","train"
"SPY231732","train"
"SPY231733","train"
"SPY231734","train"
"SPY231739","train"
"SPY231740","train"
"SPY231741","train"
"SPY231742","train"
"SPY231745","train"
"SPY231746","train"
"SPY231747","train"
"SPY231748","train"
"SPY231749","train"
"SPY231750","train"
"SPY231751","train"
"SPY231752","train"
"SPY231753","train"
"SPY231754","train"
"SPY231755","train"
"SPY231756","train"
"SPY231757","train"
"SPY231758","train"
"SPY231759","train"
"SPY231760","train"
"SPY231761","train"
"SPY231762","train"
"SPY231763","train"
"SPY231764","train"
"SPY231765","train"
"SPY231766","train"
"SPY231767","train"
"SPY231768","train"
"SPY231769","train"
"SPY231770","train"
"SPY231771","train"
"SPY231772","train"
"SPY231773","train"
"SPY231774","train"
"SPY231775","train"
"SPY231776","train"
"SPY231777","train"
"SPY231778","train"
"SPY231779","train"
"SPY231780","train"
"SPY231781","train"
"SPY231782","train"
"SPY231783","train"
"SPY231784","train"
"SPY231785","train"
"SPY231792","train"
"SPY231793","train"
"SPY231794","train"
"SPY231795","train"
"SPY231865","train"
"SPY231870","train"
"SPY231871","train"
"SPY231873","train"
"SPY231874","train"
"SPY231877","train"
"SPY231878","train"
"SPY210641","validation"
"SPY210642","validation"
"SPY231655","validation"
"SPY231656","validation"
"SPY231657","validation"
"SPY231689","validation"
"SPY231690","validation"
"SPY231697","validation"
"SPY231698","validation"
"SPY231699","validation"
"SPY231700","validation"
"SPY231717","validation"
"SPY231718","validation"
"SPY231719","validation"
"SPY231720","validation"
"SPY231721","validation"
"SPY231722","validation"
"SPY231735","validation"
"SPY231736","validation"
"SPY231737","validation"
"SPY231738","validation"
"SPY231743","validation"
"SPY231744","validation"
"SPY231786","validation"
"SPY231787","validation"
"SPY231788","validation"
"SPY231789","validation"
"SPY231790","validation"
"SPY231791","validation"
"SPY231796","validation"
"SPY231797","validation"
"SPY231798","validation"
