"spygen_code","set"
"SPY201149","train"
"SPY201150","train"
"SPY201151","train"
"SPY201152","train"
"SPY201157","train"
"SPY201158","train"
"SPY201175","train"
"SPY201176","train"
"SPY201177","train"
"SPY201179","train"
"SPY201191","train"
"SPY201193","train"
"SPY202492","train"
"SPY202496","train"
"SPY202498","train"
"SPY202499","train"
"SPY210647","train"
"SPY210652","train"
"SPY210695","train"
"SPY210696","train"
"SPY210697","train"
"SPY210698","train"
"SPY210699","train"
"SPY210700","train"
"SPY210705","train"
"SPY210710","train"
"SPY231656","train"
"SPY231657","train"
"SPY231658","train"
"SPY231659","train"
"SPY231660","train"
"SPY231661","train"
"SPY231662","train"
"SPY231663","train"
"SPY231664","train"
"SPY231665","train"
"SPY231666","train"
"SPY231667","train"
"SPY231668","train"
"SPY231677","train"
"SPY231678","train"
"SPY231679","train"
"SPY231680","train"
"SPY231697","train"
"SPY231698","train"
"SPY231699","train"
"SPY231700","train"
"SPY231701","train"
"SPY231702","train"
"SPY231703","train"
"SPY231704","train"
"SPY231705","train"
"SPY231706","train"
"SPY231711","train"
"SPY231712","train"
"SPY231774","train"
"SPY231775","train"
"SPY231780","train"
"SPY231781","train"
"SPY231782","train"
"SPY231783","train"
"SPY231784","train"
"SPY231785","train"
"SPY231786","train"
"SPY231787","train"
"SPY231788","train"
"SPY231789","train"
"SPY231790","train"
"SPY231791","train"
"SPY231792","train"
"SPY231793","train"
"SPY231795","train"
"SPY231903","train"
"SPY231904","train"
"SPY231905","train"
"SPY231906","train"
"SPY231907","train"
"SPY231908","train"
"SPY231909","train"
"SPY231910","train"
"SPY231911","train"
"SPY232830","train"
"SPY232831","train"
"SPY232833","train"
"SPY232834","train"
"SPY201187","validation"
"SPY201192","validation"
"SPY201198","validation"
"SPY202500","validation"
"SPY231655","validation"
"SPY231683","validation"
"SPY231684","validation"
"SPY231685","validation"
"SPY231686","validation"
"SPY231687","validation"
"SPY231688","validation"
"SPY231689","validation"
"SPY231690","validation"
"SPY231707","validation"
"SPY231708","validation"
"SPY231709","validation"
"SPY231710","validation"
"SPY231776","validation"
"SPY231777","validation"
"SPY231778","validation"
"SPY231779","validation"
"SPY231794","validation"
"SPY231796","validation"
"SPY231797","validation"
"SPY231798","validation"
"SPY231915","validation"
"SPY231916","validation"
