"spygen_code","set"
"SPY211052","train"
"SPY211053","train"
"SPY211057","train"
"SPY211058","train"
"SPY201149","train"
"SPY201151","train"
"SPY201176","train"
"SPY201177","train"
"SPY201179","train"
"SPY201193","train"
"SPY201956","validation"
"SPY201957","train"
"SPY201963","train"
"SPY201964","train"
"SPY201965","validation"
"SPY201966","train"
"SPY202492","train"
"SPY202499","train"
"SPY210636","train"
"SPY210640","train"
"SPY210641","train"
"SPY210642","train"
"SPY210647","train"
"SPY210652","train"
"SPY210667","validation"
"SPY210668","validation"
"SPY210669","validation"
"SPY210672","validation"
"SPY210673","validation"
"SPY210674","validation"
"SPY210675","validation"
"SPY210677","validation"
"SPY210678","validation"
"SPY210695","train"
"SPY210696","train"
"SPY210697","train"
"SPY210698","train"
"SPY210699","train"
"SPY210700","train"
"SPY210701","train"
"SPY210702","train"
"SPY210703","train"
"SPY210704","train"
"SPY210705","train"
"SPY210706","train"
"SPY210707","train"
"SPY210708","train"
"SPY210709","train"
"SPY210710","train"
"SPY210711","train"
"SPY210712","train"
"SPY210713","train"
"SPY210714","train"
"SPY210715","train"
"SPY210716","train"
"SPY210717","train"
"SPY210718","train"
"SPY210719","train"
"SPY210720","train"
"SPY210721","train"
"SPY210722","train"
"SPY210723","train"
"SPY210724","train"
"SPY210725","train"
"SPY210726","train"
"SPY210727","train"
"SPY210728","train"
"SPY212584","train"
"SPY212585","train"
"SPY212586","train"
"SPY212587","train"
"SPY222967","train"
"SPY222969","train"
"SPY222977","train"
"SPY231655","train"
"SPY231656","train"
"SPY231657","train"
"SPY231658","train"
"SPY231659","train"
"SPY231665","train"
"SPY231666","train"
"SPY231667","train"
"SPY231668","train"
"SPY231705","train"
"SPY231706","train"
"SPY231707","train"
"SPY231708","train"
"SPY231709","train"
"SPY231710","train"
"SPY231711","train"
"SPY231712","train"
"SPY231735","train"
"SPY231736","train"
"SPY231737","train"
"SPY231738","train"
"SPY231739","train"
"SPY231740","train"
"SPY231748","validation"
"SPY231749","validation"
"SPY231754","validation"
"SPY231755","validation"
"SPY231756","validation"
"SPY231757","validation"
"SPY231762","train"
"SPY231763","train"
"SPY231764","train"
"SPY231765","train"
"SPY231766","train"
"SPY231767","train"
"SPY231768","train"
"SPY231769","train"
"SPY231770","train"
"SPY231771","train"
"SPY231772","train"
"SPY231773","train"
"SPY231774","validation"
"SPY231775","validation"
"SPY231776","validation"
"SPY231777","validation"
"SPY231778","validation"
"SPY231779","validation"
"SPY231780","train"
"SPY231781","train"
"SPY231782","train"
"SPY231783","train"
"SPY231784","train"
"SPY231785","train"
"SPY231786","train"
"SPY231787","train"
"SPY231788","train"
"SPY231789","train"
"SPY231790","train"
"SPY231791","train"
"SPY231792","train"
"SPY231793","train"
"SPY231794","train"
"SPY231795","train"
"SPY231796","train"
"SPY231797","train"
"SPY231798","train"
"SPY231895","train"
"SPY231896","train"
"SPY231897","validation"
"SPY231898","validation"
"SPY231899","train"
"SPY231900","train"
"SPY231901","train"
"SPY231902","train"
"SPY231903","train"
"SPY231904","train"
"SPY231905","train"
"SPY231906","train"
"SPY231907","train"
"SPY231908","train"
"SPY231915","train"
"SPY231916","train"
"SPY232830","train"
"SPY232831","train"
"SPY232832","validation"
"SPY232833","train"
"SPY232834","train"
"SPY232835","validation"
"SPY223325","validation"
"SPY223333","validation"
"SPY224252","validation"
"SPY224256","validation"
"SPY201153","train"
"SPY201159","train"
"SPY201160","validation"
"SPY201161","train"
"SPY201162","train"
"SPY201164","train"
"SPY201166","train"
"SPY201167","validation"
"SPY201168","train"
"SPY201169","validation"
"SPY201170","train"
"SPY201171","validation"
"SPY201172","validation"
"SPY201180","train"
"SPY201185","validation"
"SPY201186","train"
"SPY201190","train"
"SPY201958","train"
"SPY202493","train"
"SPY202494","validation"
"SPY202506","validation"
"SPY202509","validation"
"SPY202510","train"
"SPY202514","validation"
"SPY202515","train"
"SPY210643","validation"
"SPY210644","validation"
"SPY210645","train"
"SPY210646","train"
"SPY210648","validation"
"SPY210651","validation"
"SPY210657","train"
"SPY210658","validation"
"SPY210659","validation"
"SPY210661","train"
"SPY210662","train"
"SPY210663","validation"
"SPY210664","validation"
"SPY210665","validation"
"SPY210666","train"
"SPY210670","validation"
"SPY210671","validation"
"SPY210676","validation"
"SPY210679","validation"
"SPY210680","validation"
"SPY210681","train"
"SPY210682","train"
"SPY210683","validation"
"SPY210684","train"
"SPY210685","train"
"SPY210686","train"
"SPY210687","train"
"SPY210688","train"
"SPY210689","train"
"SPY210690","train"
"SPY210691","train"
"SPY210692","train"
"SPY210693","train"
"SPY210694","train"
"SPY211262","validation"
"SPY211263","train"
"SPY211266","validation"
"SPY211268","train"
"SPY211273","validation"
"SPY211274","train"
"SPY211275","train"
"SPY211277","validation"
"SPY211278","train"
"SPY211279","validation"
"SPY211280","validation"
"SPY211282","train"
"SPY211284","train"
"SPY211285","validation"
"SPY211286","validation"
"SPY211289","train"
"SPY211290","train"
"SPY211299","train"
"SPY211300","validation"
"SPY211301","train"
"SPY211302","validation"
"SPY211303","train"
"SPY211304","train"
"SPY211305","train"
"SPY211306","train"
"SPY211307","train"
"SPY211309","train"
"SPY211310","train"
"SPY211311","validation"
"SPY212588","train"
"SPY212589","train"
"SPY231713","train"
"SPY231714","train"
"SPY231715","train"
"SPY231716","train"
"SPY231717","train"
"SPY231718","train"
"SPY231719","train"
"SPY231720","train"
"SPY231721","train"
"SPY231722","train"
"SPY231723","train"
"SPY231724","train"
"SPY231725","train"
"SPY231726","train"
"SPY231727","validation"
"SPY231728","validation"
"SPY231729","validation"
"SPY231730","validation"
"SPY231885","train"
"SPY231886","train"
"SPY231889","validation"
"SPY231890","validation"
"SPY231891","train"
"SPY231892","train"
"SPY211069","train"
"SPY211070","train"
"SPY211071","train"
"SPY211072","train"
"SPY211068","validation"
"SPY211073","validation"
"SPY231741","train"
"SPY231742","train"
"SPY231743","train"
"SPY231744","train"
"SPY231745","validation"
"SPY231746","validation"
"SPY231747","validation"
"SPY231865","train"
"SPY231870","train"
"SPY231871","train"
"SPY231873","train"
"SPY231874","train"
"SPY231877","train"
"SPY231878","train"
"SPY181699","train"
"SPY192310","train"
"SPY201163","train"
"SPY211045","train"
