"spygen_code","set"
"SPY210641","train"
"SPY210642","train"
"SPY210651","train"
"SPY231655","train"
"SPY231656","train"
"SPY231657","train"
"SPY231658","train"
"SPY231659","train"
"SPY231660","train"
"SPY231661","train"
"SPY231662","train"
"SPY231663","train"
"SPY231664","train"
"SPY231665","train"
"SPY231666","train"
"SPY231667","train"
"SPY231668","train"
"SPY231675","train"
"SPY231676","train"
"SPY231677","train"
"SPY231678","train"
"SPY231679","train"
"SPY231680","train"
"SPY231685","train"
"SPY231686","train"
"SPY231687","train"
"SPY231688","train"
"SPY231689","train"
"SPY231690","train"
"SPY231691","train"
"SPY231692","train"
"SPY231697","train"
"SPY231698","train"
"SPY231699","train"
"SPY231700","train"
"SPY231701","train"
"SPY231702","train"
"SPY231703","train"
"SPY231704","train"
"SPY231705","train"
"SPY231706","train"
"SPY231711","train"
"SPY231712","train"
"SPY231717","train"
"SPY231718","train"
"SPY231719","train"
"SPY231720","train"
"SPY231721","train"
"SPY231722","train"
"SPY231723","train"
"SPY231724","train"
"SPY231725","train"
"SPY231726","train"
"SPY231727","train"
"SPY231728","train"
"SPY231729","train"
"SPY231730","train"
"SPY231731","train"
"SPY231732","train"
"SPY231733","train"
"SPY231734","train"
"SPY231735","train"
"SPY231736","train"
"SPY231737","train"
"SPY231738","train"
"SPY231739","train"
"SPY231740","train"
"SPY231741","train"
"SPY231742","train"
"SPY231743","train"
"SPY231744","train"
"SPY231745","train"
"SPY231746","train"
"SPY231747","train"
"SPY231748","train"
"SPY231749","train"
"SPY231750","train"
"SPY231751","train"
"SPY231752","train"
"SPY231753","train"
"SPY231754","train"
"SPY231755","train"
"SPY231756","train"
"SPY231757","train"
"SPY231760","train"
"SPY231761","train"
"SPY231762","train"
"SPY231763","train"
"SPY231764","train"
"SPY231765","train"
"SPY231766","train"
"SPY231767","train"
"SPY231768","train"
"SPY231769","train"
"SPY231772","train"
"SPY231773","train"
"SPY231774","train"
"SPY231775","train"
"SPY231776","train"
"SPY231777","train"
"SPY231782","train"
"SPY231783","train"
"SPY231784","train"
"SPY231785","train"
"SPY231786","train"
"SPY231787","train"
"SPY231788","train"
"SPY231789","train"
"SPY231790","train"
"SPY231791","train"
"SPY231792","train"
"SPY231793","train"
"SPY231794","train"
"SPY231795","train"
"SPY231796","train"
"SPY231797","train"
"SPY231798","train"
"SPY231865","train"
"SPY231870","train"
"SPY231871","train"
"SPY231873","train"
"SPY231874","train"
"SPY231877","train"
"SPY231878","train"
"SPY201168","validation"
"SPY201170","validation"
"SPY231669","validation"
"SPY231670","validation"
"SPY231671","validation"
"SPY231672","validation"
"SPY231673","validation"
"SPY231674","validation"
"SPY231681","validation"
"SPY231682","validation"
"SPY231683","validation"
"SPY231684","validation"
"SPY231693","validation"
"SPY231694","validation"
"SPY231695","validation"
"SPY231696","validation"
"SPY231707","validation"
"SPY231708","validation"
"SPY231709","validation"
"SPY231710","validation"
"SPY231713","validation"
"SPY231714","validation"
"SPY231715","validation"
"SPY231716","validation"
"SPY231758","validation"
"SPY231759","validation"
"SPY231770","validation"
"SPY231771","validation"
"SPY231778","validation"
"SPY231779","validation"
"SPY231780","validation"
"SPY231781","validation"
