"spygen_code","set"
"SPY201168","train"
"SPY201170","train"
"SPY210651","train"
"SPY231655","train"
"SPY231656","train"
"SPY231657","train"
"SPY231665","train"
"SPY231666","train"
"SPY231669","train"
"SPY231670","train"
"SPY231671","train"
"SPY231672","train"
"SPY231673","train"
"SPY231674","train"
"SPY231675","train"
"SPY231676","train"
"SPY231677","train"
"SPY231678","train"
"SPY231679","train"
"SPY231680","train"
"SPY231681","train"
"SPY231682","train"
"SPY231683","train"
"SPY231684","train"
"SPY231685","train"
"SPY231686","train"
"SPY231687","train"
"SPY231688","train"
"SPY231689","train"
"SPY231690","train"
"SPY231691","train"
"SPY231692","train"
"SPY231693","train"
"SPY231694","train"
"SPY231695","train"
"SPY231696","train"
"SPY231697","train"
"SPY231698","train"
"SPY231699","train"
"SPY231700","train"
"SPY231701","train"
"SPY231702","train"
"SPY231703","train"
"SPY231704","train"
"SPY231705","train"
"SPY231706","train"
"SPY231707","train"
"SPY231708","train"
"SPY231709","train"
"SPY231710","train"
"SPY231711","train"
"SPY231712","train"
"SPY231713","train"
"SPY231714","train"
"SPY231715","train"
"SPY231716","train"
"SPY231717","train"
"SPY231718","train"
"SPY231719","train"
"SPY231720","train"
"SPY231721","train"
"SPY231722","train"
"SPY231723","train"
"SPY231724","train"
"SPY231725","train"
"SPY231726","train"
"SPY231727","train"
"SPY231728","train"
"SPY231729","train"
"SPY231730","train"
"SPY231731","train"
"SPY231732","train"
"SPY231733","train"
"SPY231734","train"
"SPY231735","train"
"SPY231736","train"
"SPY231737","train"
"SPY231738","train"
"SPY231739","train"
"SPY231740","train"
"SPY231741","train"
"SPY231742","train"
"SPY231743","train"
"SPY231744","train"
"SPY231745","train"
"SPY231746","train"
"SPY231747","train"
"SPY231748","train"
"SPY231749","train"
"SPY231750","train"
"SPY231751","train"
"SPY231752","train"
"SPY231753","train"
"SPY231754","train"
"SPY231755","train"
"SPY231771","train"
"SPY231772","train"
"SPY231773","train"
"SPY231774","train"
"SPY231775","train"
"SPY231776","train"
"SPY231777","train"
"SPY231778","train"
"SPY231779","train"
"SPY231780","train"
"SPY231781","train"
"SPY231782","train"
"SPY231783","train"
"SPY231784","train"
"SPY231785","train"
"SPY231786","train"
"SPY231787","train"
"SPY231788","train"
"SPY231789","train"
"SPY231790","train"
"SPY231791","train"
"SPY231792","train"
"SPY231793","train"
"SPY231794","train"
"SPY231795","train"
"SPY231796","train"
"SPY231797","train"
"SPY231798","train"
"SPY231865","train"
"SPY231870","train"
"SPY231871","train"
"SPY231873","train"
"SPY231874","train"
"SPY231877","train"
"SPY231878","train"
"SPY210641","validation"
"SPY210642","validation"
"SPY231658","validation"
"SPY231659","validation"
"SPY231660","validation"
"SPY231661","validation"
"SPY231662","validation"
"SPY231663","validation"
"SPY231664","validation"
"SPY231667","validation"
"SPY231668","validation"
"SPY231756","validation"
"SPY231757","validation"
"SPY231758","validation"
"SPY231759","validation"
"SPY231760","validation"
"SPY231761","validation"
"SPY231762","validation"
"SPY231763","validation"
"SPY231764","validation"
"SPY231765","validation"
"SPY231766","validation"
"SPY231767","validation"
"SPY231768","validation"
"SPY231769","validation"
"SPY231770","validation"
