"spygen_code","set"
"SPY201176","train"
"SPY201179","train"
"SPY201956","train"
"SPY201965","train"
"SPY202492","train"
"SPY202499","train"
"SPY210647","train"
"SPY210652","train"
"SPY210667","train"
"SPY210668","train"
"SPY210669","train"
"SPY210672","train"
"SPY210673","train"
"SPY210674","train"
"SPY210675","train"
"SPY210677","train"
"SPY210678","train"
"SPY210695","train"
"SPY210700","train"
"SPY210715","train"
"SPY231655","train"
"SPY231656","train"
"SPY231657","train"
"SPY231658","train"
"SPY231659","train"
"SPY231665","train"
"SPY231666","train"
"SPY231667","train"
"SPY231668","train"
"SPY231774","train"
"SPY231775","train"
"SPY231776","train"
"SPY231777","train"
"SPY231778","train"
"SPY231779","train"
"SPY231794","train"
"SPY231796","train"
"SPY231797","train"
"SPY231798","train"
"SPY231907","train"
"SPY231908","train"
"SPY232832","train"
"SPY232833","train"
"SPY232834","train"
"SPY232835","train"
"SPY201169","train"
"SPY202506","train"
"SPY202509","train"
"SPY202514","train"
"SPY210676","train"
"SPY210679","train"
"SPY210680","train"
"SPY210683","train"
"SPY231695","train"
"SPY231696","train"
"SPY231669","train"
"SPY231670","train"
"SPY231697","train"
"SPY231698","train"
"SPY201150","train"
"SPY201152","train"
"SPY201157","train"
"SPY201158","train"
"SPY231699","train"
"SPY231700","train"
"SPY231701","train"
"SPY231702","train"
"SPY231911","train"
"SPY231912","train"
"SPY231660","train"
"SPY231661","train"
"SPY231662","train"
"SPY231663","train"
"SPY231664","train"
"SPY201176","train"
"SPY201179","train"
"SPY201956","train"
"SPY201965","train"
"SPY202492","train"
"SPY202499","train"
"SPY210647","train"
"SPY210652","train"
"SPY210667","train"
"SPY210668","train"
"SPY210669","train"
"SPY210672","train"
"SPY210673","train"
"SPY210674","train"
"SPY210675","train"
"SPY210677","train"
"SPY210678","train"
"SPY210695","train"
"SPY210700","train"
"SPY210715","train"
"SPY231655","train"
"SPY231656","train"
"SPY231657","train"
"SPY231658","train"
"SPY231659","train"
"SPY231665","train"
"SPY231666","train"
"SPY231667","train"
"SPY231668","train"
"SPY231774","train"
"SPY231775","train"
"SPY231776","train"
"SPY231777","train"
"SPY231778","train"
"SPY231779","train"
"SPY231794","train"
"SPY231796","train"
"SPY231797","train"
"SPY231798","train"
"SPY231907","train"
"SPY231908","train"
"SPY232832","train"
"SPY232833","train"
"SPY232834","train"
"SPY232835","train"
"SPY201169","train"
"SPY202506","train"
"SPY202509","train"
"SPY202514","train"
"SPY210676","train"
"SPY210679","train"
"SPY210680","train"
"SPY210683","train"
"SPY231695","train"
"SPY231696","train"
"SPY231669","train"
"SPY231670","train"
"SPY231697","train"
"SPY231698","train"
"SPY201150","train"
"SPY201152","train"
"SPY201157","train"
"SPY201158","train"
"SPY231699","train"
"SPY231700","train"
"SPY231701","train"
"SPY231702","train"
"SPY231911","train"
"SPY231912","train"
"SPY231660","train"
"SPY231661","train"
"SPY231662","train"
"SPY231663","train"
"SPY231664","train"
"SPY231762","train"
"SPY231763","train"
"SPY231764","train"
"SPY231765","train"
"SPY231766","train"
"SPY231767","train"
"SPY231768","train"
"SPY231769","train"
"SPY231770","train"
"SPY231771","train"
"SPY231772","train"
"SPY231773","train"
"SPY231899","train"
"SPY231900","train"
"SPY231901","train"
"SPY231902","train"
"SPY201164","train"
"SPY202493","train"
"SPY202510","train"
"SPY202515","train"
"SPY210681","train"
"SPY210682","train"
"SPY210684","train"
"SPY210685","train"
"SPY210686","train"
"SPY210687","train"
"SPY210688","train"
"SPY210690","train"
"SPY210691","train"
"SPY210692","train"
"SPY210694","train"
"SPY231885","train"
"SPY231886","train"
"SPY231691","train"
"SPY231692","train"
"SPY231693","train"
"SPY231694","train"
"SPY231913","train"
"SPY231914","train"
"SPY201174","train"
"SPY201181","train"
"SPY201187","train"
"SPY201192","train"
"SPY201198","train"
"SPY202491","train"
"SPY202495","train"
"SPY202500","train"
"SPY231683","train"
"SPY231684","train"
"SPY231685","train"
"SPY231686","train"
"SPY231687","train"
"SPY231688","train"
"SPY231689","train"
"SPY231690","train"
"SPY231760","train"
"SPY231761","train"
"SPY231887","train"
"SPY231888","train"
"SPY231762","train"
"SPY231763","train"
"SPY231764","train"
"SPY231765","train"
"SPY231766","train"
"SPY231767","train"
"SPY231768","train"
"SPY231769","train"
"SPY231770","train"
"SPY231771","train"
"SPY231772","train"
"SPY231773","train"
"SPY231899","train"
"SPY231900","train"
"SPY231901","train"
"SPY231902","train"
"SPY201164","train"
"SPY202493","train"
"SPY202510","train"
"SPY202515","train"
"SPY210681","train"
"SPY210682","train"
"SPY210684","train"
"SPY210685","train"
"SPY210686","train"
"SPY210687","train"
"SPY210688","train"
"SPY210690","train"
"SPY210691","train"
"SPY210692","train"
"SPY210694","train"
"SPY231885","train"
"SPY231886","train"
"SPY231691","train"
"SPY231692","train"
"SPY231693","train"
"SPY231694","train"
"SPY231913","train"
"SPY231914","train"
"SPY201174","train"
"SPY201181","train"
"SPY201187","train"
"SPY201192","train"
"SPY201198","train"
"SPY202491","train"
"SPY202495","train"
"SPY202500","train"
"SPY231683","train"
"SPY231684","train"
"SPY231685","train"
"SPY231686","train"
"SPY231687","train"
"SPY231688","train"
"SPY231689","train"
"SPY231690","train"
"SPY231760","train"
"SPY231761","train"
"SPY231887","train"
"SPY231888","train"
"SPY201963","train"
"SPY201966","train"
"SPY210636","train"
"SPY210640","train"
"SPY210641","train"
"SPY210642","train"
"SPY210696","train"
"SPY210698","train"
"SPY210699","train"
"SPY210705","train"
"SPY210710","train"
"SPY210712","train"
"SPY210713","train"
"SPY210714","train"
"SPY210717","train"
"SPY210718","train"
"SPY210719","train"
"SPY210720","train"
"SPY210721","train"
"SPY210722","train"
"SPY210723","train"
"SPY210724","train"
"SPY210727","train"
"SPY210728","train"
"SPY231735","train"
"SPY231736","train"
"SPY231737","train"
"SPY231738","train"
"SPY231780","train"
"SPY231781","train"
"SPY231782","train"
"SPY231783","train"
"SPY231784","train"
"SPY231785","train"
"SPY231786","train"
"SPY231787","train"
"SPY231788","train"
"SPY231789","train"
"SPY231790","train"
"SPY231791","train"
"SPY231792","train"
"SPY231793","train"
"SPY231795","train"
"SPY231903","train"
"SPY231904","train"
"SPY231905","train"
"SPY231906","train"
"SPY232830","train"
"SPY232831","train"
"SPY201168","train"
"SPY201170","train"
"SPY210645","train"
"SPY210657","train"
"SPY210661","train"
"SPY210662","train"
"SPY211274","train"
"SPY211278","train"
"SPY231891","train"
"SPY231892","train"
"SPY231909","train"
"SPY231910","train"
"SPY210650","train"
"SPY201216","train"
"SPY201263","train"
"SPY210655","train"
"SPY210656","train"
"SPY210660","train"
"SPY231733","train"
"SPY231734","train"
"SPY201175","train"
"SPY201191","train"
"SPY202496","train"
"SPY202498","train"
"SPY201963","train"
