"spygen_code","set"
"SPY201150","train"
"SPY201152","train"
"SPY201157","train"
"SPY201158","train"
"SPY201175","train"
"SPY201176","train"
"SPY201179","train"
"SPY201187","train"
"SPY201191","train"
"SPY201192","train"
"SPY201198","train"
"SPY202492","train"
"SPY202496","train"
"SPY202498","train"
"SPY202499","train"
"SPY202500","train"
"SPY210647","train"
"SPY210652","train"
"SPY210695","train"
"SPY210696","train"
"SPY210698","train"
"SPY210699","train"
"SPY210700","train"
"SPY210705","train"
"SPY210710","train"
"SPY231655","train"
"SPY231656","train"
"SPY231657","train"
"SPY231658","train"
"SPY231659","train"
"SPY231660","train"
"SPY231661","train"
"SPY231662","train"
"SPY231665","train"
"SPY231666","train"
"SPY231667","train"
"SPY231668","train"
"SPY231677","train"
"SPY231678","train"
"SPY231679","train"
"SPY231680","train"
"SPY231683","train"
"SPY231684","train"
"SPY231685","train"
"SPY231686","train"
"SPY231687","train"
"SPY231688","train"
"SPY231689","train"
"SPY231690","train"
"SPY231699","train"
"SPY231700","train"
"SPY231701","train"
"SPY231702","train"
"SPY231703","train"
"SPY231704","train"
"SPY231705","train"
"SPY231706","train"
"SPY231707","train"
"SPY231708","train"
"SPY231709","train"
"SPY231710","train"
"SPY231776","train"
"SPY231777","train"
"SPY231778","train"
"SPY231779","train"
"SPY231780","train"
"SPY231781","train"
"SPY231782","train"
"SPY231783","train"
"SPY231784","train"
"SPY231785","train"
"SPY231786","train"
"SPY231787","train"
"SPY231788","train"
"SPY231789","train"
"SPY231790","train"
"SPY231791","train"
"SPY231792","train"
"SPY231793","train"
"SPY231794","train"
"SPY231795","train"
"SPY231796","train"
"SPY231797","train"
"SPY231798","train"
"SPY231903","train"
"SPY231904","train"
"SPY231905","train"
"SPY231906","train"
"SPY231907","train"
"SPY231908","train"
"SPY231909","train"
"SPY231910","train"
"SPY231911","train"
"SPY231915","train"
"SPY231916","train"
"SPY232830","train"
"SPY232831","train"
"SPY232833","train"
"SPY232834","train"
"SPY201149","validation"
"SPY201151","validation"
"SPY201177","validation"
"SPY201193","validation"
"SPY210697","validation"
"SPY231663","validation"
"SPY231664","validation"
"SPY231697","validation"
"SPY231698","validation"
"SPY231711","validation"
"SPY231712","validation"
"SPY231774","validation"
"SPY231775","validation"
