"spygen_code","set"
"SPY201149","train"
"SPY201151","train"
"SPY201175","train"
"SPY201177","train"
"SPY201187","train"
"SPY201191","train"
"SPY201192","train"
"SPY201193","train"
"SPY201198","train"
"SPY202496","train"
"SPY202498","train"
"SPY202500","train"
"SPY210647","train"
"SPY210652","train"
"SPY210695","train"
"SPY210697","train"
"SPY210700","train"
"SPY231655","train"
"SPY231656","train"
"SPY231657","train"
"SPY231658","train"
"SPY231659","train"
"SPY231660","train"
"SPY231661","train"
"SPY231662","train"
"SPY231663","train"
"SPY231664","train"
"SPY231665","train"
"SPY231666","train"
"SPY231677","train"
"SPY231678","train"
"SPY231683","train"
"SPY231684","train"
"SPY231685","train"
"SPY231686","train"
"SPY231687","train"
"SPY231688","train"
"SPY231689","train"
"SPY231690","train"
"SPY231697","train"
"SPY231698","train"
"SPY231707","train"
"SPY231708","train"
"SPY231709","train"
"SPY231710","train"
"SPY231711","train"
"SPY231712","train"
"SPY231774","train"
"SPY231775","train"
"SPY231776","train"
"SPY231777","train"
"SPY231778","train"
"SPY231779","train"
"SPY231780","train"
"SPY231781","train"
"SPY231782","train"
"SPY231783","train"
"SPY231784","train"
"SPY231785","train"
"SPY231786","train"
"SPY231787","train"
"SPY231788","train"
"SPY231789","train"
"SPY231790","train"
"SPY231791","train"
"SPY231792","train"
"SPY231793","train"
"SPY231794","train"
"SPY231795","train"
"SPY231796","train"
"SPY231797","train"
"SPY231798","train"
"SPY231903","train"
"SPY231904","train"
"SPY231905","train"
"SPY231906","train"
"SPY231909","train"
"SPY231910","train"
"SPY231915","train"
"SPY231916","train"
"SPY232833","train"
"SPY232834","train"
"SPY201150","validation"
"SPY201152","validation"
"SPY201157","validation"
"SPY201158","validation"
"SPY201176","validation"
"SPY201179","validation"
"SPY202492","validation"
"SPY202499","validation"
"SPY210696","validation"
"SPY210698","validation"
"SPY210699","validation"
"SPY210705","validation"
"SPY210710","validation"
"SPY231667","validation"
"SPY231668","validation"
"SPY231679","validation"
"SPY231680","validation"
"SPY231699","validation"
"SPY231700","validation"
"SPY231701","validation"
"SPY231702","validation"
"SPY231703","validation"
"SPY231704","validation"
"SPY231705","validation"
"SPY231706","validation"
"SPY231907","validation"
"SPY231908","validation"
"SPY231911","validation"
"SPY232830","validation"
"SPY232831","validation"
