"spygen_code","set"
"SPY201149","train"
"SPY201151","train"
"SPY201177","train"
"SPY201193","train"
"SPY210647","train"
"SPY210652","train"
"SPY210674","train"
"SPY210695","train"
"SPY210700","train"
"SPY210715","train"
"SPY231655","train"
"SPY231656","train"
"SPY231657","train"
"SPY231658","train"
"SPY231659","train"
"SPY231665","train"
"SPY231666","train"
"SPY231705","train"
"SPY231706","train"
"SPY231707","train"
"SPY231708","train"
"SPY231709","train"
"SPY231710","train"
"SPY231774","train"
"SPY231775","train"
"SPY231776","train"
"SPY231777","train"
"SPY231778","train"
"SPY231779","train"
"SPY231794","train"
"SPY231796","train"
"SPY231797","train"
"SPY231798","train"
"SPY231915","train"
"SPY231916","train"
"SPY232833","train"
"SPY232834","train"
"SPY201169","train"
"SPY202506","train"
"SPY202509","train"
"SPY202514","train"
"SPY210676","train"
"SPY210679","train"
"SPY210680","train"
"SPY210683","train"
"SPY231703","train"
"SPY231704","train"
"SPY231697","train"
"SPY231698","train"
"SPY201150","train"
"SPY201152","train"
"SPY201157","train"
"SPY201158","train"
"SPY231699","train"
"SPY231700","train"
"SPY231701","train"
"SPY231702","train"
"SPY231911","train"
"SPY231912","train"
"SPY231660","train"
"SPY231661","train"
"SPY231662","train"
"SPY231663","train"
"SPY231664","train"
"SPY201149","train"
"SPY201151","train"
"SPY201177","train"
"SPY201193","train"
"SPY210647","train"
"SPY210652","train"
"SPY210674","train"
"SPY210695","train"
"SPY210700","train"
"SPY210715","train"
"SPY231655","train"
"SPY231656","train"
"SPY231657","train"
"SPY231658","train"
"SPY231659","train"
"SPY231665","train"
"SPY231666","train"
"SPY231705","train"
"SPY231706","train"
"SPY231707","train"
"SPY231708","train"
"SPY231709","train"
"SPY231710","train"
"SPY231774","train"
"SPY231775","train"
"SPY231776","train"
"SPY231777","train"
"SPY231778","train"
"SPY231779","train"
"SPY231794","train"
"SPY231796","train"
"SPY231797","train"
"SPY231798","train"
"SPY231915","train"
"SPY231916","train"
"SPY232833","train"
"SPY232834","train"
"SPY201169","train"
"SPY202506","train"
"SPY202509","train"
"SPY202514","train"
"SPY210676","train"
"SPY210679","train"
"SPY210680","train"
"SPY210683","train"
"SPY231703","train"
"SPY231704","train"
"SPY231697","train"
"SPY231698","train"
"SPY201150","train"
"SPY201152","train"
"SPY201157","train"
"SPY201158","train"
"SPY231699","train"
"SPY231700","train"
"SPY231701","train"
"SPY231702","train"
"SPY231911","train"
"SPY231912","train"
"SPY231660","train"
"SPY231661","train"
"SPY231662","train"
"SPY231663","train"
"SPY231664","train"
"SPY231762","train"
"SPY231763","train"
"SPY231764","train"
"SPY231765","train"
"SPY231766","train"
"SPY231767","train"
"SPY231768","train"
"SPY231769","train"
