"spygen_code","set"
"SPY211052","train"
"SPY211053","train"
"SPY211057","train"
"SPY211058","train"
"SPY201149","validation"
"SPY201151","validation"
"SPY201176","train"
"SPY201177","validation"
"SPY201179","train"
"SPY201193","validation"
"SPY201956","train"
"SPY201957","train"
"SPY201963","train"
"SPY201964","train"
"SPY201965","train"
"SPY201966","train"
"SPY202492","train"
"SPY202499","train"
"SPY210636","train"
"SPY210640","train"
"SPY210641","train"
"SPY210642","train"
"SPY210647","train"
"SPY210652","train"
"SPY210667","train"
"SPY210668","train"
"SPY210669","train"
"SPY210672","train"
"SPY210673","train"
"SPY210674","train"
"SPY210675","train"
"SPY210677","train"
"SPY210678","train"
"SPY210695","train"
"SPY210696","train"
"SPY210697","train"
"SPY210698","train"
"SPY210699","train"
"SPY210700","train"
"SPY210701","train"
"SPY210702","train"
"SPY210703","train"
"SPY210704","train"
"SPY210705","train"
"SPY210706","train"
"SPY210707","train"
"SPY210708","train"
"SPY210709","train"
"SPY210710","train"
"SPY210711","train"
"SPY210712","train"
"SPY210713","train"
"SPY210714","train"
"SPY210715","train"
"SPY210716","train"
"SPY210717","train"
"SPY210718","train"
"SPY210719","train"
"SPY210720","train"
"SPY210721","train"
"SPY210722","train"
"SPY210723","train"
"SPY210724","train"
"SPY210725","train"
"SPY210726","train"
"SPY210727","train"
"SPY210728","train"
"SPY212584","validation"
"SPY212585","validation"
"SPY212586","validation"
"SPY212587","validation"
"SPY222967","validation"
"SPY222969","validation"
"SPY222977","validation"
"SPY231655","train"
"SPY231656","train"
"SPY231657","train"
"SPY231658","train"
"SPY231659","train"
"SPY231665","train"
"SPY231666","train"
"SPY231667","train"
"SPY231668","train"
"SPY231705","validation"
"SPY231706","validation"
"SPY231707","validation"
"SPY231708","validation"
"SPY231709","validation"
"SPY231710","validation"
"SPY231711","train"
"SPY231712","train"
"SPY231735","validation"
"SPY231736","validation"
"SPY231737","validation"
"SPY231738","validation"
"SPY231739","validation"
"SPY231740","validation"
"SPY231748","train"
"SPY231749","train"
"SPY231754","train"
"SPY231755","train"
"SPY231756","train"
"SPY231757","train"
"SPY231762","train"
"SPY231763","train"
"SPY231764","train"
"SPY231765","train"
"SPY231766","train"
"SPY231767","train"
"SPY231768","validation"
"SPY231769","validation"
"SPY231770","validation"
"SPY231771","validation"
"SPY231772","validation"
"SPY231773","validation"
"SPY231774","train"
"SPY231775","train"
"SPY231776","train"
"SPY231777","train"
"SPY231778","train"
"SPY231779","train"
"SPY231780","validation"
"SPY231781","validation"
"SPY231782","validation"
"SPY231783","validation"
"SPY231784","validation"
"SPY231785","validation"
"SPY231786","validation"
"SPY231787","validation"
"SPY231788","validation"
"SPY231789","validation"
"SPY231790","validation"
"SPY231791","validation"
"SPY231792","validation"
"SPY231793","validation"
"SPY231794","train"
"SPY231795","validation"
"SPY231796","train"
"SPY231797","train"
"SPY231798","train"
"SPY231895","validation"
"SPY231896","validation"
"SPY231897","train"
"SPY231898","train"
"SPY231899","train"
"SPY231900","train"
"SPY231901","train"
"SPY231902","train"
"SPY231903","validation"
"SPY231904","validation"
"SPY231905","validation"
"SPY231906","validation"
"SPY231907","train"
"SPY231908","train"
"SPY231915","validation"
"SPY231916","validation"
"SPY232830","train"
"SPY232831","train"
"SPY232832","train"
"SPY232833","train"
"SPY232834","train"
"SPY232835","train"
"SPY223325","train"
"SPY223333","train"
"SPY224252","train"
"SPY224256","train"
"SPY201153","train"
"SPY201159","train"
"SPY201160","train"
"SPY201161","train"
"SPY201162","train"
"SPY201164","train"
"SPY201166","train"
"SPY201167","train"
"SPY201168","validation"
"SPY201169","train"
"SPY201170","validation"
"SPY201171","train"
"SPY201172","train"
"SPY201180","train"
"SPY201185","train"
"SPY201186","train"
"SPY201190","train"
"SPY201958","train"
"SPY202493","train"
"SPY202494","train"
"SPY202506","train"
"SPY202509","train"
"SPY202510","train"
"SPY202514","train"
"SPY202515","train"
"SPY210643","train"
"SPY210644","train"
"SPY210645","validation"
"SPY210646","train"
"SPY210648","train"
"SPY210651","train"
"SPY210657","validation"
"SPY210658","train"
"SPY210659","train"
"SPY210661","validation"
"SPY210662","validation"
"SPY210663","train"
"SPY210664","train"
"SPY210665","train"
"SPY210666","train"
"SPY210670","train"
"SPY210671","train"
"SPY210676","train"
"SPY210679","train"
"SPY210680","train"
"SPY210681","train"
"SPY210682","train"
"SPY210683","train"
"SPY210684","train"
"SPY210685","train"
"SPY210686","train"
"SPY210687","train"
"SPY210688","train"
"SPY210689","train"
"SPY210690","train"
"SPY210691","train"
"SPY210692","train"
"SPY210693","train"
"SPY210694","train"
"SPY211262","train"
"SPY211263","train"
"SPY211266","train"
"SPY211268","validation"
"SPY211273","train"
"SPY211274","validation"
"SPY211275","train"
"SPY211277","train"
"SPY211278","validation"
"SPY211279","train"
"SPY211280","train"
"SPY211282","train"
"SPY211284","train"
"SPY211285","train"
"SPY211286","train"
"SPY211289","train"
"SPY211290","train"
"SPY211299","train"
"SPY211300","train"
"SPY211301","train"
"SPY211302","train"
"SPY211303","train"
"SPY211304","train"
"SPY211305","validation"
"SPY211306","train"
"SPY211307","train"
"SPY211309","train"
"SPY211310","train"
"SPY211311","train"
"SPY212588","validation"
"SPY212589","validation"
"SPY231713","train"
"SPY231714","train"
"SPY231715","train"
"SPY231716","train"
"SPY231717","train"
"SPY231718","train"
"SPY231719","train"
"SPY231720","train"
"SPY231721","train"
"SPY231722","train"
"SPY231723","train"
"SPY231724","train"
"SPY231725","train"
"SPY231726","train"
"SPY231727","train"
"SPY231728","train"
"SPY231729","train"
"SPY231730","train"
"SPY231885","train"
"SPY231886","train"
"SPY231889","train"
"SPY231890","train"
"SPY231891","validation"
"SPY231892","validation"
"SPY211069","train"
"SPY211070","train"
"SPY211071","train"
"SPY211072","train"
"SPY211068","train"
"SPY211073","train"
"SPY231741","validation"
"SPY231742","validation"
"SPY231743","validation"
"SPY231744","validation"
"SPY231745","train"
"SPY231746","train"
"SPY231747","train"
"SPY231865","validation"
"SPY231870","validation"
"SPY231871","validation"
"SPY231873","validation"
"SPY231874","validation"
"SPY231877","validation"
"SPY231878","validation"
"SPY181699","train"
"SPY192310","train"
"SPY201163","train"
"SPY211045","train"
