spygen_code,label,prediction,residual
SPY210641,0,2,-2
SPY210642,0,1,-1
SPY231655,0,1,-1
SPY231656,0,1,-1
SPY231657,0,1,-1
SPY231689,2,2,0
SPY231690,2,2,0
SPY231697,2,2,0
SPY231698,2,2,0
SPY231699,2,2,0
SPY231700,2,2,0
SPY231717,0,0,0
SPY231718,0,0,0
SPY231719,0,0,0
SPY231720,0,1,-1
SPY231721,0,0,0
SPY231722,0,0,0
SPY231735,0,0,0
SPY231736,0,0,0
SPY231737,0,0,0
SPY231738,0,0,0
SPY231743,0,0,0
SPY231744,0,0,0
SPY231786,0,0,0
SPY231787,0,0,0
SPY231788,0,0,0
SPY231789,0,0,0
SPY231790,0,0,0
SPY231791,0,0,0
SPY231796,0,0,0
SPY231797,0,0,0
SPY231798,0,0,0
